,tmpc,mean_load,min_load,max_load
2017-10-09,22.335416666666664,14746.83875,11262.31,17279.32
2017-10-10,20.10875,14385.098333333333,11554.63,16648.16
2017-10-11,16.51125,13143.4625,10368.02,15494.96
2017-10-12,12.357916666666666,12383.395833333334,10027.56,14693.86
2017-10-13,11.419583333333334,12309.376666666665,9909.0,14341.9
2017-10-14,16.995416666666667,11882.733333333332,9776.02,13900.12
2017-10-15,19.34,12032.617083333333,9761.28,14770.94
2017-10-16,12.246666666666668,12723.207499999999,10149.63,14914.81
2017-10-17,7.974583333333334,12245.477916666669,9423.08,14915.89
2017-10-18,12.9,12481.2425,10021.25,14965.04
2017-10-19,14.101666666666667,12466.175416666667,9837.14,14938.37
2017-10-20,15.68,12235.537916666668,9848.35,14342.54
2017-10-21,14.504166666666668,11266.282083333334,9443.87,13541.0
2017-10-22,13.985833333333334,11225.426666666666,9403.39,14108.48
2017-10-23,15.33625,12723.058333333334,9401.02,15542.37
2017-10-24,20.844583333333333,13691.202083333332,10221.82,16261.95
2017-10-25,17.795,13574.417083333334,10699.56,15568.26
2017-10-26,12.131666666666668,12891.878750000002,10022.64,14874.49
2017-10-27,10.634166666666667,12091.977083333333,9798.35,14145.46
2017-10-28,12.370416666666666,11246.21,9403.82,13479.93
2017-10-29,16.365,11737.165,9317.14,14362.09
2017-10-30,12.794782608695652,11339.085416666667,9016.15,13587.01
2017-10-31,8.688695652173914,11770.295,9085.41,13811.48
2017-11-01,3.9275,12832.557083333333,10172.54,15270.86
2017-11-02,14.591739130434783,12939.7525,10248.85,15201.89
2017-11-03,16.219583333333333,12734.732083333334,10353.49,14728.79
2017-11-04,8.23625,11307.634583333333,9533.03,13592.87
2017-11-05,8.6352,11729.545600000001,9780.04,14548.02
2017-11-06,13.840416666666668,13055.062083333332,10129.17,15649.91
2017-11-07,5.654166666666666,13091.029999999999,10699.06,15796.63
2017-11-08,3.300416666666667,13266.042083333334,10976.2,15979.65
2017-11-09,4.164583333333334,13481.003333333334,11193.09,15736.23
2017-11-10,0.6179166666666666,13574.69375,10966.04,16670.95
2017-11-11,-2.9095833333333334,13457.99375,11647.82,15830.24
2017-11-12,-0.375,13116.372916666667,11550.08,15698.22
2017-11-13,2.1595833333333334,14356.341666666667,11552.84,16925.9
2017-11-14,2.626086956521739,14296.013333333334,12017.13,16652.17
2017-11-15,2.13625,13796.545,11563.3,16414.1
2017-11-16,5.1187499999999995,14034.856666666667,11827.97,16168.66
2017-11-17,2.634583333333333,13742.870833333334,11687.84,16205.83
2017-11-18,0.006666666666666654,13219.636250000001,11636.8,15186.74
2017-11-19,7.6000000000000005,12725.962916666665,10953.72,15423.2
2017-11-20,3.3954166666666663,13982.948750000001,11296.16,16781.8
2017-11-21,7.120833333333334,13419.64,11324.92,15822.58
2017-11-22,5.282916666666667,13826.02375,11033.42,16068.31
2017-11-23,1.0283333333333333,12479.599583333335,11390.13,13368.49
2017-11-24,2.6870833333333337,12440.795833333332,10690.75,14799.05
2017-11-25,6.95625,12033.328333333333,10646.1,14274.31
2017-11-26,5.043333333333334,12279.555416666668,9915.12,15648.45
2017-11-27,2.6016666666666666,14143.14875,11555.1,16899.36
2017-11-28,1.2983333333333333,14274.292500000001,12011.44,16992.21
2017-11-29,8.346666666666666,13498.548333333332,11137.4,16233.17
2017-11-30,2.4787500000000002,14028.396666666667,11379.62,16630.0
2017-12-01,5.460833333333333,13561.269999999999,11111.12,15984.58
2017-12-02,0.8258333333333333,13241.831666666667,11193.5,15586.8
2017-12-03,1.1229166666666666,13355.922083333333,11379.87,16175.09
2017-12-04,2.377083333333333,14098.352083333333,11439.3,17026.2
2017-12-05,9.157916666666667,14189.307916666667,11215.45,16826.88
2017-12-06,6.458695652173914,13721.877916666666,10703.46,16849.64
2017-12-07,2.564583333333333,14328.28625,12181.13,16962.07
2017-12-08,0.2775,14573.34875,11698.25,17126.67
2017-12-09,-0.9016666666666667,14451.573333333334,11996.26,17348.03
2017-12-10,-0.04583333333333337,13981.90625,12146.91,16966.34
2017-12-11,0.4191666666666667,14913.67125,12131.19,17869.69
2017-12-12,0.07375,15128.2525,12263.6,17812.23
2017-12-13,-6.142916666666667,16010.835833333333,12948.8,19126.23
2017-12-14,-6.1575,16158.172916666668,13539.86,18794.92
2017-12-15,-7.559583333333333,16417.83166666667,14006.18,18684.82
2017-12-16,-4.511666666666667,15080.620416666667,13068.12,17306.29
2017-12-17,-5.057916666666666,15083.206250000001,13195.44,17985.65
2017-12-18,-1.24625,15821.6825,12789.6,18514.19
2017-12-19,6.58875,14911.637499999999,12387.72,17413.4
2017-12-20,3.4004166666666666,14736.24125,12447.4,17636.89
2017-12-21,-0.7491666666666666,15132.229583333334,12431.92,17969.28
2017-12-22,-2.529166666666667,15623.035416666666,12419.41,18368.47
2017-12-23,-0.74125,14688.209583333335,12242.9,16800.47
2017-12-24,0.7445833333333334,13900.8525,12539.5,15861.49
2017-12-25,-1.7083333333333333,13833.63,11987.82,15544.99
2017-12-26,-7.13625,15580.462083333332,12671.94,18607.62
2017-12-27,-12.184583333333334,16580.263333333332,13549.89,19522.18
2017-12-28,-14.17375,17608.464583333334,14959.18,20522.84
2017-12-29,-13.224166666666667,17619.01875,15229.31,20014.36
2017-12-30,-13.155217391304348,17052.797083333335,15323.96,19097.09
2017-12-31,-14.687916666666666,17128.261666666665,15203.07,19860.27
2018-01-01,-15.860833333333334,17302.252916666668,15251.2,20314.02
2018-01-02,-11.92125,18049.487083333333,15141.23,20638.99
2018-01-03,-9.752083333333333,17254.309583333332,14954.2,19539.04
2018-01-04,-6.289583333333333,17149.86625,14804.4,19449.74
2018-01-05,-12.08375,17631.6125,14389.01,20663.15
2018-01-06,-14.197083333333333,18013.551666666666,16201.86,20414.41
2018-01-07,-15.004166666666668,17712.431249999998,15762.0,20305.06
2018-01-08,-4.465416666666667,16934.656666666666,14211.78,19208.81
2018-01-09,-0.12000000000000001,15584.457499999999,12823.9,18114.99
2018-01-10,-2.7016666666666667,15563.165416666665,13384.59,18014.87
2018-01-11,3.5504166666666666,14804.622083333334,12073.53,16964.69
2018-01-12,11.481666666666667,14283.180416666668,12051.34,16135.42
2018-01-13,1.8958333333333333,13513.038333333332,10513.06,16649.82
2018-01-14,-9.03875,15312.19375,13334.36,18085.04
2018-01-15,-8.46625,17046.29625,14342.91,19837.14
2018-01-16,-3.3695833333333334,16009.137083333333,13621.68,18303.38
2018-01-17,-1.7841666666666667,15646.65375,12553.65,18299.52
2018-01-18,-7.263750000000001,15745.662916666668,13101.37,18128.49
2018-01-19,-3.017916666666667,15444.338333333333,13112.35,17352.24
2018-01-20,2.7775,13852.482083333334,12480.4,15652.48
2018-01-21,2.23125,13320.9325,12011.92,15530.54
2018-01-22,2.0433333333333334,14682.015,11196.82,17432.2
2018-01-23,2.0391666666666666,14786.762499999999,11906.85,16856.3
2018-01-24,-0.24416666666666662,14718.547083333333,12462.52,17579.19
2018-01-25,-5.12875,15446.859166666667,12632.74,18400.09
2018-01-26,-4.023333333333333,15332.864583333334,13608.11,17278.23
2018-01-27,3.857083333333333,13629.152916666666,12235.33,15373.28
2018-01-28,6.279583333333334,13136.564583333333,11357.47,15572.91
2018-01-29,1.7125000000000001,14415.823333333334,11092.59,17351.43
2018-01-30,-2.3474999999999997,15590.290833333333,12546.25,18071.41
2018-01-31,-3.803913043478261,15447.854166666666,13058.35,17938.3
2018-02-01,1.4329166666666666,14886.396666666667,12284.24,16902.86
2018-02-02,-5.180833333333333,15460.762499999999,12629.45,18089.95
2018-02-03,-6.798333333333333,15141.390833333333,13562.17,17195.14
2018-02-04,1.6208333333333333,14254.384166666669,12608.11,16585.89
2018-02-05,-1.2541666666666667,14483.219583333334,12277.29,17602.56
2018-02-06,-4.140833333333333,15279.08375,12642.68,17576.78
2018-02-07,-4.3075,15787.245416666667,13181.39,18176.43
2018-02-08,-4.45625,15121.852916666665,12829.75,17616.53
2018-02-09,-5.333333333333333,15174.85,12639.26,17171.18
2018-02-10,2.8845833333333335,13590.035416666666,12073.64,15160.58
2018-02-11,4.207083333333333,13331.065833333334,11473.58,15710.17
2018-02-12,1.8933333333333333,13989.529166666667,10827.92,16872.83
2018-02-13,-2.6458333333333335,14443.933333333334,12073.28,17250.76
2018-02-14,3.0391666666666666,14139.777083333334,12260.73,16116.7
2018-02-15,6.55875,13922.144583333333,11956.89,15906.32
2018-02-16,7.025833333333334,13688.467916666666,11188.88,15497.89
2018-02-17,-0.5249999999999999,13227.204166666668,11987.17,15487.6
2018-02-18,0.4816666666666667,12824.274583333334,11325.83,15214.18
2018-02-19,1.9691666666666665,13526.63125,11641.68,15929.16
2018-02-20,12.2875,12938.097083333334,10727.41,15301.49
2018-02-21,15.504583333333334,12785.427916666667,10524.46,15144.56
2018-02-22,3.5858333333333334,13623.020833333334,10746.71,16249.62
2018-02-23,0.75875,13879.657916666665,11537.95,15840.35
2018-02-24,6.185416666666666,12224.790416666665,10701.63,14182.18
2018-02-25,3.362083333333333,13078.678333333335,10825.81,15425.59
2018-02-26,5.743333333333333,13381.327083333332,11308.96,15801.2
2018-02-27,6.41875,13168.806666666665,11797.01,15464.04
2018-02-28,7.815,12732.496249999998,11033.37,15144.83
2018-03-01,9.44875,12614.116666666667,10485.9,14975.34
2018-03-02,3.6045833333333337,13696.544166666667,10784.48,15663.05
2018-03-03,5.435833333333334,12371.53125,10695.45,14302.87
2018-03-04,3.3312500000000003,12559.43,10457.36,15271.9
2018-03-05,2.2795833333333335,13863.069583333332,10967.44,16322.44
2018-03-06,2.4745833333333334,13738.383333333333,11918.93,16067.42
2018-03-07,0.33749999999999997,14349.149583333334,11343.3,16776.38
2018-03-08,1.51625,13455.890416666667,10946.38,15729.41
2018-03-09,0.029999999999999995,13676.081666666667,11441.18,15667.42
2018-03-10,0.9054166666666666,13047.406666666668,11539.12,15045.55
2018-03-11,1.5147826086956524,12579.712173913043,11666.69,14795.69
2018-03-12,1.48375,13741.20875,11683.4,15729.81
2018-03-13,0.2866666666666667,13949.341666666667,11320.16,15734.75
2018-03-14,0.7158333333333333,13917.72625,11674.41,15844.03
2018-03-15,2.2425,13990.146666666667,11962.08,15636.32
2018-03-16,-0.11083333333333338,13903.072916666666,11908.59,15707.52
2018-03-17,0.46041666666666664,13186.324583333333,12121.76,14732.27
2018-03-18,-3.169583333333333,13287.013333333334,12080.29,15547.05
2018-03-19,-0.39958333333333346,14034.322083333333,11864.02,16137.14
2018-03-20,-0.3216666666666667,14019.577916666667,12292.6,15926.22
2018-03-21,1.6070833333333334,14322.974583333335,11702.48,16253.81
2018-03-22,5.460416666666667,13940.916666666666,11734.85,15579.43
2018-03-23,4.625,13322.589583333334,12083.36,14862.79
2018-03-24,4.33125,12209.797083333333,10828.04,13854.01
2018-03-25,2.1495833333333336,12513.355416666667,10883.15,14820.76
2018-03-26,2.5630434782608695,13188.3575,11214.83,15324.13
2018-03-27,2.9375,13350.41375,11656.37,15256.59
2018-03-28,8.158333333333333,13019.403333333334,11461.7,14592.69
2018-03-29,8.333333333333334,12924.350416666666,10689.88,14586.3
2018-03-30,9.801666666666668,12575.044583333334,10386.43,13820.66
2018-03-31,7.7525,11280.606249999999,10242.71,13078.85
2018-04-01,7.205416666666667,11172.24125,10279.96,13073.79
2018-04-02,1.48625,13380.342083333335,10417.76,15287.97
2018-04-03,2.14,13628.550416666667,11229.64,15567.89
2018-04-04,5.435833333333334,13515.71125,10903.36,14827.18
2018-04-05,1.4216666666666666,13366.580416666666,11253.28,15158.17
2018-04-06,0.21541666666666667,13661.792916666667,11313.56,14961.11
2018-04-07,3.3629166666666666,12113.019583333333,10735.03,13539.69
2018-04-08,1.0858333333333332,12109.34875,10569.68,14296.71
2018-04-09,2.4858333333333333,12912.8775,11153.7,14848.97
2018-04-10,2.3069565217391306,13310.481666666667,10616.92,15024.58
2018-04-11,4.20625,12814.785000000002,11110.19,14633.27
2018-04-12,7.618333333333333,12662.75875,10883.57,14473.38
2018-04-13,14.161666666666667,12258.547083333333,10535.34,13442.73
2018-04-14,12.043750000000001,11274.252916666666,10334.28,12907.34
2018-04-15,2.0070833333333336,12462.4825,10120.41,14643.22
2018-04-16,3.300416666666667,13712.65125,10827.9,15528.58
2018-04-17,5.548749999999999,12910.023333333333,10716.01,14583.39
2018-04-18,5.298333333333333,12719.711666666668,11164.03,14198.78
2018-04-19,3.9075,13128.510833333334,10380.33,14683.54
2018-04-20,5.235833333333333,12328.31,10580.45,13729.1
2018-04-21,8.59,11243.0775,10293.16,12582.97
2018-04-22,10.287083333333333,10629.875416666668,9921.45,12912.08
2018-04-23,10.300833333333333,11525.636250000001,9401.41,13650.02
2018-04-24,12.22,11628.439583333333,9824.85,13618.61
2018-04-25,12.063333333333333,12535.145416666666,9899.26,14193.33
2018-04-26,14.435833333333333,11959.540416666665,9675.74,13536.86
2018-04-27,10.316666666666666,12049.935,9834.97,13420.36
2018-04-28,14.9925,10595.5925,9572.56,12254.85
2018-04-29,9.346666666666666,11153.82,9760.4,12977.01
2018-04-30,7.53,12345.295416666668,9718.01,14126.55
2018-05-01,15.159583333333332,12067.725833333332,10427.22,13717.92
2018-05-02,23.75208333333333,12467.263333333334,10295.63,14958.37
2018-05-03,24.655,13545.317083333333,10230.78,15976.01
2018-05-04,23.756666666666664,13760.710416666667,11170.45,15492.48
2018-05-05,19.229583333333334,11258.516666666668,10205.81,12837.59
2018-05-06,14.9375,11347.71125,9791.39,12872.26
2018-05-07,16.75,11713.061666666666,9469.69,13703.47
2018-05-08,16.932916666666667,11799.384166666665,9576.85,13890.38
2018-05-09,18.26772727272727,12016.8575,10095.82,13919.41
2018-05-10,16.499545454545455,12011.77625,9810.17,13798.78
2018-05-11,16.305416666666666,11614.039583333333,9857.81,13074.8
2018-05-12,9.57,11214.457916666666,9330.63,12464.74
2018-05-13,10.391666666666667,10731.517916666666,9531.37,12577.36
2018-05-14,15.953333333333333,11912.125,9471.33,14019.77
2018-05-15,18.6575,12735.778333333334,9453.84,15791.5
2018-05-16,15.609166666666667,11998.122083333334,10121.72,13605.8
2018-05-17,17.887083333333333,12347.069166666666,9635.03,14226.84
2018-05-18,16.472083333333334,11598.256666666666,10264.83,12812.36
2018-05-19,10.954166666666666,11132.559583333334,9354.47,12565.31
2018-05-20,19.255,11628.224166666667,9521.66,13726.22
2018-05-21,18.735833333333336,12229.409583333334,9987.47,14572.28
2018-05-22,14.089999999999998,12318.321666666665,9426.32,14007.95
2018-05-23,20.704583333333332,12628.235416666668,9880.62,15169.66
2018-05-24,20.305,12389.63375,10203.55,14414.45
2018-05-25,22.25208333333333,13273.819583333332,10266.04,15875.41
2018-05-26,25.766666666666666,13397.448333333334,10535.32,16069.49
2018-05-27,14.823333333333332,11397.244166666665,10099.0,12343.72
2018-05-28,14.416666666666666,11187.035833333333,9543.58,13074.29
2018-05-29,23.529583333333335,13769.756666666666,10021.62,17366.82
2018-05-30,21.777916666666666,13472.374583333332,10690.25,15891.55
2018-05-31,19.425833333333333,13763.690416666666,11007.11,16062.58
2018-06-01,21.939999999999998,14747.755833333335,10983.82,17011.4
2018-06-02,25.002499999999998,14269.508333333333,11335.91,16508.4
2018-06-03,18.41208333333333,11401.077916666667,10190.25,13056.25
2018-06-04,11.769166666666665,12371.350416666666,9521.09,13967.81
2018-06-05,14.657083333333333,12292.3725,9642.04,13972.77
2018-06-06,15.768333333333333,12182.902916666666,9694.79,13846.58
2018-06-07,16.555,12314.612916666667,9772.94,13955.16
2018-06-08,20.394166666666667,12918.699999999999,9932.68,15262.1
2018-06-09,20.7825,12057.24375,9867.31,14074.63
2018-06-10,18.47625,11526.613333333333,9968.04,13480.97
2018-06-11,17.576666666666664,12389.851666666667,9941.93,14432.85
2018-06-12,18.272916666666667,12582.415416666665,9799.92,15098.28
2018-06-13,18.862916666666667,13526.40875,10367.51,15511.72
2018-06-14,21.73375,13879.238749999999,11516.01,15767.5
2018-06-15,17.232916666666664,12753.954166666668,10647.95,13931.36
2018-06-16,20.611666666666668,12427.465833333334,10221.79,15002.89
2018-06-17,23.78,13154.30625,10185.46,16577.46
2018-06-18,25.370416666666667,16270.24375,11299.2,20821.53
2018-06-19,24.62125,16094.092083333335,13153.81,18860.43
2018-06-20,21.004166666666666,14471.549166666666,11099.6,17270.24
2018-06-21,22.53,14881.15625,11937.13,17649.68
2018-06-22,20.166666666666668,13669.377916666666,11689.16,15646.52
2018-06-23,16.04375,12150.716666666667,10807.13,13009.59
2018-06-24,19.733333333333334,12398.040416666665,9857.45,15278.84
2018-06-25,20.761666666666667,13599.938750000001,10740.36,15691.12
2018-06-26,18.935416666666665,13224.290416666665,10471.09,15866.9
2018-06-27,20.09173913043478,13751.856249999999,10764.76,15776.7
2018-06-28,22.802916666666665,14918.92,11453.7,17118.58
2018-06-29,25.72666666666667,16545.834166666667,12511.51,20399.17
2018-06-30,26.59958333333333,16658.29625,13128.9,20399.03
2018-07-01,29.33583333333333,17965.47625,13529.98,22517.03
2018-07-02,28.70625,19392.485416666666,15495.74,23194.27
2018-07-03,27.377916666666668,19942.552083333332,15554.46,23991.84
2018-07-04,28.542083333333334,18351.705,14830.52,21614.7
2018-07-05,27.833333333333332,19918.30041666667,15211.01,24188.32
2018-07-06,25.416666666666668,18122.90875,13720.86,20513.16
2018-07-07,19.88625,12773.233333333332,11412.08,15040.33
2018-07-08,21.574166666666667,13028.756666666666,10185.96,16791.41
2018-07-09,24.404583333333335,16057.2725,11696.0,20918.55
2018-07-10,26.639166666666668,17742.440833333334,12986.99,22733.71
2018-07-11,24.32625,16324.455833333333,13611.17,18731.63
2018-07-12,22.17625,14946.726666666667,11902.08,17947.68
2018-07-13,23.02333333333333,15337.613333333335,12304.6,18343.65
2018-07-14,23.065416666666668,14307.795,11980.86,16658.11
2018-07-15,26.214583333333334,15365.915416666665,12178.6,19313.58
2018-07-16,26.74291666666667,18182.576250000002,13953.93,22557.42
2018-07-17,24.392916666666665,18240.772083333333,15136.38,22027.06
2018-07-18,22.835416666666664,16013.9825,13310.43,18766.39
2018-07-19,20.881666666666664,14594.646666666667,11804.2,17819.5
2018-07-20,21.961250000000003,15073.612083333333,11582.61,18496.12
2018-07-21,21.36791666666667,13408.815416666666,11627.16,15372.45
2018-07-22,23.058333333333334,14285.961666666668,11440.3,17203.1
2018-07-23,24.942083333333333,17679.459583333333,13681.2,21108.76
2018-07-24,26.053749999999997,18570.954583333336,14974.4,22102.38
2018-07-25,24.225416666666664,18239.09625,15379.49,20630.87
2018-07-26,24.580833333333334,17795.556249999998,14822.14,20338.71
2018-07-27,25.024583333333336,17990.7,14035.16,21835.43
2018-07-28,24.120833333333334,16702.09625,13552.72,19983.33
2018-07-29,22.969583333333333,15140.577083333332,12921.55,17992.45
2018-07-30,21.978333333333335,15860.171666666667,12594.91,18594.36
2018-07-31,23.173333333333332,16659.580416666668,12715.99,20759.48
2018-08-01,23.834999999999997,17114.66125,13367.17,20174.03
2018-08-02,26.42833333333333,19488.150416666667,15043.22,23638.65
2018-08-03,25.65875,19381.273333333334,15966.29,22740.37
2018-08-04,24.41,16671.232083333332,14815.11,18288.28
2018-08-05,25.959999999999997,16820.405,13089.16,21234.53
2018-08-06,27.014166666666668,19821.17875,14899.55,24685.14
2018-08-07,26.833333333333332,20529.208333333332,16379.38,24334.64
2018-08-08,25.686666666666667,19864.350833333334,16108.56,23590.59
2018-08-09,25.693749999999998,19179.827916666665,15764.11,23045.84
2018-08-10,24.037499999999998,17484.95,14149.25,20953.22
2018-08-11,20.573333333333334,14609.755,12664.64,15769.22
2018-08-12,22.462500000000002,14697.8975,12420.82,16885.83
2018-08-13,21.91541666666667,15636.210833333333,13269.3,17252.06
2018-08-14,24.096666666666664,16805.181666666667,12916.67,20227.03
2018-08-15,25.286666666666665,17667.100833333334,13847.22,21920.8
2018-08-16,26.582916666666666,18552.33875,14543.45,22595.27
2018-08-17,25.161666666666665,17834.10625,14224.06,21192.03
2018-08-18,23.518333333333334,16170.352916666665,13675.23,18871.35
2018-08-19,21.415000000000003,13328.195,12041.15,15093.04
2018-08-20,21.139583333333334,14427.225416666666,11509.88,16768.37
2018-08-21,20.10608695652174,14255.97875,11169.04,16572.59
2018-08-22,22.35875,15626.906666666668,12019.15,18742.22
2018-08-23,20.61625,14205.72875,12143.79,16335.6
2018-08-24,21.296666666666667,14308.325416666667,11053.99,17797.9
2018-08-25,21.157083333333333,13737.277499999998,11700.34,15967.92
2018-08-26,21.870833333333334,13698.109583333333,10582.59,17335.41
2018-08-27,25.578333333333333,17834.032499999998,13205.28,22239.49
2018-08-28,28.591250000000002,20467.245833333334,15153.52,25365.33
2018-08-29,29.2825,21566.314166666667,17142.51,25763.2
2018-08-30,26.26625,19702.608333333334,15265.48,22530.67
2018-08-31,20.377916666666668,14828.835,12333.94,16337.46
2018-09-01,20.330416666666668,13047.053333333335,11313.51,15061.54
2018-09-02,22.43041666666667,13669.582499999999,11157.11,16745.0
2018-09-03,27.430833333333336,17623.3025,12587.22,22982.7
2018-09-04,27.002499999999998,19421.427083333332,15725.18,23024.1
2018-09-05,25.37,18792.247083333332,14691.36,23299.6
2018-09-06,25.264166666666668,19395.953333333335,15389.01,24196.54
2018-09-07,20.113333333333333,14998.036666666667,12301.71,15940.86
2018-09-08,16.91208333333333,12244.58625,10823.01,13479.51
2018-09-09,13.293333333333335,11374.404583333335,10098.58,13444.23
2018-09-10,13.340000000000002,12727.67,9706.84,14858.48
2018-09-11,18.869565217391305,13888.59875,10623.9,16754.87
2018-09-12,20.793333333333333,14495.362083333333,11515.18,16173.88
2018-09-13,20.58625,14157.522916666667,10816.82,16465.75
2018-09-14,20.99125,14184.917083333334,11573.22,16256.11
2018-09-15,21.840833333333336,13476.902499999998,11496.54,15830.28
2018-09-16,22.685000000000002,14323.406666666668,11492.58,18173.46
2018-09-17,22.91875,15854.965833333334,12371.75,18733.53
2018-09-18,22.409583333333334,16010.735833333332,13466.88,17786.54
2018-09-19,20.741666666666667,14158.423333333334,11818.54,15738.11
2018-09-20,18.344166666666666,13184.920833333332,10967.66,15153.09
2018-09-21,18.765416666666667,13060.6625,10780.2,14651.04
2018-09-22,18.222083333333334,11891.2975,10511.98,13409.42
2018-09-23,12.573749999999999,11184.921666666667,9663.92,13688.0
2018-09-24,11.713333333333333,12161.715416666666,9007.88,14592.4
2018-09-25,12.1925,13042.868333333332,9731.72,15477.66
2018-09-26,21.205833333333334,14461.14125,10941.9,17402.99
2018-09-27,17.726666666666667,13054.71375,11053.97,15018.28
2018-09-28,13.536666666666667,12457.373749999999,9886.41,13967.65
2018-09-29,15.594583333333333,11159.32625,9448.49,13205.07
2018-09-30,13.343333333333334,10883.505416666667,9044.55,13699.43
2018-10-01,15.821666666666667,12999.355416666667,10280.72,15102.72
2018-10-02,14.186250000000001,13055.039166666667,10240.36,15367.56
2018-10-03,17.298333333333332,12876.917500000001,10359.67,14979.9
2018-10-04,19.307916666666667,13014.18,10002.25,15501.58
2018-10-05,14.444166666666666,12027.9375,10187.77,13894.36
2018-10-06,14.450000000000001,11350.240833333335,9762.59,13157.64
2018-10-07,21.22875,12049.770416666666,10127.86,14340.16
2018-10-08,15.1875,12585.13125,10081.67,14807.08
2018-10-09,19.94625,13334.174583333333,10151.48,16136.33
2018-10-10,23.19875,14377.09625,11018.52,17325.9
2018-10-11,21.818749999999998,14162.865833333335,11593.34,16026.45
2018-10-12,14.259166666666665,12563.144166666667,10667.38,14033.08
2018-10-13,8.58375,11668.005833333335,10098.85,13232.34
2018-10-14,8.36875,11243.411666666667,9798.27,13791.26
2018-10-15,11.231250000000001,13095.890416666667,9901.66,15574.84
2018-10-16,9.977083333333333,12354.2875,10698.15,14698.47
2018-10-17,8.853478260869565,12614.36125,10431.92,14934.29
2018-10-18,4.83875,12808.916666666666,10944.3,15271.07
2018-10-19,8.25375,12404.35125,10566.13,14295.12
2018-10-20,12.534166666666666,11557.4775,10131.5,13204.61
2018-10-21,6.173749999999999,11693.4625,9633.3,14524.06
2018-10-22,3.827083333333333,13141.589999999998,10945.44,15584.84
2018-10-23,7.822083333333333,13157.733333333332,10623.53,15219.35
2018-10-24,7.011666666666667,13286.377083333333,10897.99,15412.42
2018-10-25,5.33625,13178.5775,11319.99,15503.13
2018-10-26,2.6325,12936.331666666667,10777.63,14893.96
2018-10-27,5.546250000000001,12644.464166666667,10066.13,14506.55
2018-10-28,6.645833333333333,12005.462916666665,10228.63,14345.48
2018-10-29,8.575416666666667,12928.64,10238.14,15135.21
2018-10-30,5.5249999999999995,13011.192083333333,10836.91,15385.53
2018-10-31,7.243333333333333,12874.27125,10783.79,14716.5
2018-11-01,13.889166666666666,12712.643333333333,10178.39,14904.34
2018-11-02,16.560833333333335,12860.45875,10115.1,14612.65
2018-11-03,11.878333333333332,11876.476666666667,10153.24,13469.68
2018-11-04,6.682799999999999,11496.3032,10042.84,14500.33
2018-11-05,5.85625,13344.150833333333,10436.75,15862.56
2018-11-06,9.397916666666667,13182.694583333332,10663.46,15470.94
2018-11-07,12.080833333333333,12457.145416666666,10572.29,15038.8
2018-11-08,6.3445833333333335,12671.23625,10326.75,15212.91
2018-11-09,3.689166666666667,13302.17,11234.98,15363.77
2018-11-10,4.7562500000000005,12285.186666666666,10437.07,14774.23
2018-11-11,2.390416666666667,12269.112083333333,10772.64,15141.44
2018-11-12,2.9583333333333335,13372.586666666668,11283.36,16189.09
2018-11-13,4.7316666666666665,13703.736666666666,10925.95,16086.68
2018-11-14,-0.4749999999999999,14153.207916666666,11449.89,17214.24
2018-11-15,-3.375,15060.495,12357.54,17464.99
2018-11-16,1.9370833333333335,14499.29875,12039.98,16580.78
2018-11-17,4.332916666666667,13141.768750000001,11469.55,15098.42
2018-11-18,2.2241666666666666,13051.926249999999,11211.06,15896.54
2018-11-19,1.72875,14195.980000000001,11522.44,16447.32
2018-11-20,1.8208333333333335,14435.785833333333,11553.76,16865.64
2018-11-21,0.18541666666666665,14708.935833333335,12425.09,16807.81
2018-11-22,-9.175416666666667,14467.828333333333,12701.25,15619.19
2018-11-23,-6.8055,14632.595416666665,13232.79,16743.1
2018-11-24,0.3366666666666666,13537.315833333334,11827.9,15339.81
2018-11-25,6.315,12851.487916666667,10705.92,15529.24
2018-11-26,4.64625,13935.012083333333,10566.17,16650.04
2018-11-27,3.3841666666666668,14152.5,11687.78,16662.58
2018-11-28,2.59,14268.224583333335,11935.37,16912.41
2018-11-29,2.6108333333333333,14123.775416666665,11765.75,16701.12
2018-11-30,0.062083333333333386,14292.176249999999,12075.94,16501.78
2018-12-01,0.9625,13209.49125,11698.71,15413.63
2018-12-02,3.5391666666666666,13158.670416666668,11154.08,15678.99
2018-12-03,7.6575,13554.0525,11269.98,16167.18
2018-12-04,0.07291666666666674,14203.61875,11191.59,17454.71
2018-12-05,-3.450833333333333,14925.436666666666,12594.39,17582.47
2018-12-06,-1.1295833333333334,14769.095833333333,12172.32,17303.29
2018-12-07,-1.5254166666666666,14292.132083333332,11377.21,17173.46
2018-12-08,-5.055833333333333,14475.043333333333,12538.36,17062.76
2018-12-09,-3.782083333333333,14460.139166666668,12831.91,17374.14
2018-12-10,-3.51125,15137.277916666666,12941.44,17967.41
2018-12-11,-4.345,15423.636666666667,13207.9,17944.61
2018-12-12,-1.48375,15303.612916666667,12941.11,17965.3
2018-12-13,-4.532916666666667,15831.645833333334,13621.34,18187.49
2018-12-14,1.6141666666666667,14514.757916666667,12369.88,16740.08
2018-12-15,6.675416666666667,13163.293749999999,11413.58,15288.39
2018-12-16,2.3695833333333334,13527.534166666666,11212.09,16395.22
2018-12-17,2.82625,14595.725833333332,11803.89,17463.22
2018-12-18,-3.85375,15283.043749999999,12409.96,18287.62
2018-12-19,-2.325833333333333,15121.572083333333,13142.53,17609.94
